tree_species,planting_date,tree_age_total,tree_age_planted,protection_status,location,tree_group,municipality
Gewöhnliche Platane,,61,52,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Japanische Nelken-Kirsche,2017-03-21,15,6,Geschützt (Ersatzpflanzung),West,Strassenbäume,Basel
Gefülltblühende Rosskastanie,,92,83,Gemäss Baumschutzgesetz (BSchG),West,Öffentliche Grünflächen,Basel
Feld-Ahorn,2005-01-01,27,18,Gemäss Baumschutzgesetz (BSchG),Hörnli,Öffentliche Grünflächen,Basel
Spitz-Ahorn,2018-03-15,14,5,Geschützt (Ersatzpflanzung),West,Öffentliche Grünflächen,Basel
Winter-Linde,1980-01-01,52,43,Geschützt (Umfang),Ost,Öffentliche Grünflächen,Basel
Ungarische Silber-Linde,2001-11-13,35,22,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Feld-Ahorn,1970-09-16,62,53,Geschützt (Umfang),Nord,Naturschutzanlage,Riehen
Hängebirke / Weiss- oder Sandbirke,2005-01-01,27,18,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Eschen-Ahorn,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Krim-Linde,1993-01-01,39,30,Gemäss Baumschutzgesetz (BSchG),West,Privatbäume gepflegt durch STG,Basel
Gewöhnliche Platane,1996-03-01,38,27,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Gewöhnliche Scheinakazie / Robinie,2005-01-01,27,18,Gemäss Baumschutzgesetz (BSchG),Hörnli,Öffentliche Grünflächen,Basel
Zerr-Eiche,2008-04-18,24,15,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Gemeine Rosskastanie,,57,48,Gemäss Baumschutzgesetz (BSchG),Ost,Privatbäume gepflegt durch STG,Basel
Leder-Weissdorn,1996-03-22,36,27,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Ungarische Silber-Linde,2004-11-15,28,19,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Schmalblättrige Purpur-Esche,2001-10-30,31,22,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Gefülltblühende Rosskastanie,,58,49,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Gewöhnliche Platane,1964-01-01,68,59,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Feld-Ahorn,2010-11-10,22,13,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Hängebirke / Weiss- oder Sandbirke,2016-12-12,15,6,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Gewöhnliche Platane,1920-03-03,112,103,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Krim-Linde,,36,27,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Kugel-Ahorn,1999-03-15,33,24,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Schmalblättrige Purpur-Esche,1996-03-01,36,27,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Gewöhnliche Platane,1920-03-03,112,103,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Feld-Ahorn,2010-11-10,22,13,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Krim-Linde,1930-01-01,102,93,Geschützt (Umfang),Kleinbasel,Öffentliche Grünflächen,Basel
"Gewöhnliche Esche ""Atlas""",2007-04-04,25,16,Geschützt (Ersatzpflanzung),Ost,Strassenbäume,Basel
Kegelförmiger Spitz-Ahorn,2017-03-13,15,6,Geschützt (Ersatzpflanzung),Kleinbasel,Strassenbäume,Basel
Gemeine Rosskastanie,2003-01-01,29,20,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Spitz-Ahorn,1950-04-04,82,73,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Feld-Ahorn,,38,29,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Hängebirke / Weiss- oder Sandbirke,,57,48,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
"Gewöhnliche Esche ""Atlas""",2007-04-04,25,16,Geschützt (Ersatzpflanzung),Ost,Strassenbäume,Basel
Gemeine Rosskastanie,,51,42,Geschützt (Umfang),Ost,Strassenbäume,Basel
Ungarische Silber-Linde,2000-03-01,33,23,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Weiss-Esche,2000-03-01,32,23,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Gewöhnliche Hain- oder Weissbuche,2022-11-14,10,1,Geschützt (Ersatzpflanzung),Kleinbasel,Strassenbäume,Basel
Gemeine Rosskastanie,,97,88,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Feld-Ahorn,2010-11-10,22,13,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Gemeine Rosskastanie,,70,61,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Krim-Linde,,48,39,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Krim-Linde,,56,47,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Gewöhnliche Hain- oder Weissbuche,1984-01-01,48,39,Geschützt (Umfang),Ost,Strassenbäume,Basel
Weissrindige Himalaja Birke,2015-02-19,17,8,Geschützt (Ersatzpflanzung),West,Privatbäume gepflegt durch STG,Basel
Spitz-Ahorn,,-1,-99,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Gefüllt blühende Vogel-Kirsche,2009-03-16,-1,14,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Gewöhnliche Hain- oder Weissbuche,2005-01-01,27,18,Gemäss Baumschutzgesetz (BSchG),Hörnli,Öffentliche Grünflächen,Basel
Holländische Linde,1945-01-01,88,78,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Schul- und Kindergartenareal,Basel
Spitz-Ahorn,,57,48,Geschützt (Umfang),Ost,Öffentliche Grünflächen,Basel
Baum-Hasel,1974-01-01,58,49,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Feld-Ahorn,2010-11-10,22,13,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Gemeine Rosskastanie,1995-01-01,37,28,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Gemeine Rosskastanie,,107,98,Geschützt (Umfang),Kleinbasel,Öffentliche Grünflächen,Basel
Wald-Kiefer,,56,47,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Wald-Kiefer,,47,38,Gemäss Baumschutzgesetz (BSchG),West,Öffentliche Grünflächen,Basel
Gewöhnlicher Trompetenbaum,1991-01-01,46,32,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Gefülltblühende Rosskastanie,,76,67,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Amerikanischer Geweihbaum,1984-01-01,48,39,Gemäss Baumschutzgesetz (BSchG),West,Öffentliche Grünflächen,Basel
Spitz-Ahorn,,42,33,Geschützt (Umfang),West,Öffentliche Grünflächen,Basel
Berg-Ahorn,,42,33,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Schul- und Kindergartenareal,Basel
Gemeine Rosskastanie,,76,67,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Vogel-Kirsche,2011-03-09,21,12,Geschützt (Ersatzpflanzung),Ost,Strassenbäume,Basel
Kugel-Ahorn,,46,37,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Krim-Linde,,51,42,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Spitz-Ahorn,,97,88,Gemäss Baumschutzgesetz (BSchG),West,Öffentliche Grünflächen,Basel
Gewöhnliche Hain- oder Weissbuche,1950-01-01,82,73,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Schul- und Kindergartenareal,Basel
Feld-Ahorn,,61,52,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Krim-Linde,,62,53,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Nutka-Scheinzypresse,1954-01-01,78,69,Geschützt (Umfang),West,Öffentliche Grünflächen,Basel
Blaue Atlas-Zeder,1860-01-01,172,163,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Amerikanische Rot-Eiche,2013-03-01,19,10,Geschützt (Ersatzpflanzung),Kleinbasel,Strassenbäume,Basel
Gewöhnliche Stechpalme,1994-01-01,38,29,Gemäss Baumschutzgesetz (BSchG),West,Öffentliche Grünflächen,Basel
Sapporo-Ulme,2001-03-27,38,22,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Gewöhnliche Platane,1950-03-01,83,73,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Gefülltblühende Rosskastanie,2014-03-13,18,9,Geschützt (Ersatzpflanzung),West,Strassenbäume,Basel
Krim-Linde,1930-01-01,102,93,Geschützt (Umfang),Hörnli,Öffentliche Grünflächen,Basel
Schmalblättrige Purpur-Esche,1996-03-01,36,27,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Weissrindige Himalaja Birke,2015-02-19,17,8,Geschützt (Ersatzpflanzung),West,Privatbäume gepflegt durch STG,Basel
Spitz-Ahorn,1974-01-01,58,49,Geschützt (Umfang),West,Öffentliche Grünflächen,Basel
Krim-Linde,,56,47,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Spitz-Ahorn,1960-03-01,72,63,Geschützt (Umfang),Kleinbasel,Öffentliche Grünflächen,Basel
Kegelförmiger Spitz-Ahorn,1999-03-29,33,24,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Krim-Linde,,81,72,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Kolchischer Ahorn,,77,68,Gemäss Baumschutzgesetz (BSchG),West,Schul- und Kindergartenareal,Basel
Gewöhnliche Platane,,55,46,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Gemeine Rosskastanie,1950-03-01,82,73,Geschützt (Umfang),Kleinbasel,Schul- und Kindergartenareal,Basel
Weissrindige Himalaja Birke,2015-02-19,17,8,Geschützt (Ersatzpflanzung),West,Privatbäume gepflegt durch STG,Basel
Amerikanische Rot-Eiche,,91,82,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Krim-Linde,2017-11-02,15,6,Geschützt (Ersatzpflanzung),West,Strassenbäume,Basel
Spitz-Ahorn,,34,25,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Säulenförmiger Spitz-Ahorn,1997-04-03,35,26,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Hängebirke / Weiss- oder Sandbirke,,56,47,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Schmalblättrige Esche,,46,37,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Mandschurische Birke,2008-10-08,24,15,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Schneeballblättriger Ahorn,2022-11-17,10,1,Geschützt (Ersatzpflanzung),Kleinbasel,Öffentliche Grünflächen,Basel
Krim-Linde,2014-04-08,18,9,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Pyramiden Pappel,1980-01-01,52,43,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Privatbäume gepflegt durch STG,Basel
Pyramiden-Eiche,,40,31,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Sal-Weide,2013-03-01,19,10,Geschützt (Ersatzpflanzung),Kleinbasel,Schul- und Kindergartenareal,Basel
Kanada-Pappel,,47,38,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Gewöhnliche Hain- oder Weissbuche,,66,57,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Österreichische Schwarz-Kiefer,,57,48,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Ungarische Eiche,,87,78,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
"Robinie ""Semperflorens""",2011-04-05,21,12,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Gewöhnliche Platane,,76,67,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
"Gewöhnliche Esche ""Atlas""",2006-03-28,26,17,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Gewöhnliche Platane,1970-01-01,62,53,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Mädchenhaarbaum / Ginkgo,,61,52,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Europäische Hopfenbuche,2014-04-03,18,9,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Krim-Linde,2014-04-01,18,9,Geschützt (Ersatzpflanzung),Kleinbasel,Strassenbäume,Basel
Spitz-Ahorn,,46,37,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Gemeine Rosskastanie,1949-01-01,83,74,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Gewöhnliche Platane,1964-01-01,68,59,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Blut- oder Kirsch-Pflaume,1994-01-01,38,29,Geschützt (Ersatzpflanzung),Ost,Strassenbäume,Basel
Schwarz-Pappel,,62,53,Geschützt (Umfang),West,Schul- und Kindergartenareal,Basel
Gemeine Rosskastanie,1960-03-01,73,63,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Amerikanischer Geweihbaum,2006-03-23,26,17,Geschützt (Ersatzpflanzung),West,Strassenbäume,Basel
Douglasie,2017-03-20,15,6,Gemäss Baumschutzgesetz (BSchG),West,Öffentliche Grünflächen,Basel
Wald-Kiefer,,67,58,Gemäss Baumschutzgesetz (BSchG),West,Öffentliche Grünflächen,Basel
Gewöhnliche Hain- oder Weissbuche,1980-03-01,52,43,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Schul- und Kindergartenareal,Basel
Amerikanischer Geweihbaum,,57,48,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Krim-Linde,,48,39,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Spitz-Ahorn,2013-11-19,19,10,Geschützt (Ersatzpflanzung),West,Strassenbäume,Basel
Winter-Linde,,46,37,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Gemeine Rosskastanie,,106,97,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
"Spitz-Ahorn ""Emerald Queen""",2000-03-20,32,23,Geschützt (Ersatzpflanzung),West,Strassenbäume,Basel
Erlenblättrige Mehlbeere,2017-10-30,15,6,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Gefülltblühende Rosskastanie,,76,67,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Trauben-Eiche,2021-03-05,11,2,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Baum-Hasel,,47,38,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Gefülltblühende Rosskastanie,1970-03-01,62,53,Geschützt (Umfang),Kleinbasel,Strassenbäume,Basel
Hellrosa Nelken-Kirsche,,22,13,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Gewöhnliche Platane,1930-04-04,102,93,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Gewöhnliche Platane,,76,67,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Gewöhnliche Platane,,91,82,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Amerikanischer Tulpenbaum,,31,22,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Gewöhnliche Esche,,101,92,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Gewöhnliche Platane,,86,77,Gemäss Baumschutzgesetz (BSchG),West,Schul- und Kindergartenareal,Basel
Krim-Linde,1930-01-01,102,93,Geschützt (Umfang),Hörnli,Öffentliche Grünflächen,Basel
Berg-Kiefer / Berg-Spirke,2013-04-02,19,10,Gemäss Baumschutzgesetz (BSchG),West,Privatbäume gepflegt durch STG,Basel
Gewöhnliche Hain- oder Weissbuche,,42,33,Gemäss Baumschutzgesetz (BSchG),West,Öffentliche Grünflächen,Basel
Kegelförmiger Spitz-Ahorn,1999-03-29,33,24,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Säulen-Hainbuche,2004-03-15,28,19,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Spitz-Ahorn,,37,28,Gemäss Baumschutzgesetz (BSchG),West,Öffentliche Grünflächen,Basel
Gemeine Rosskastanie,,76,67,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Trauben-Eiche,2014-04-24,18,9,Geschützt (Ersatzpflanzung),Ost,Öffentliche Grünflächen,Basel
Krim-Linde,2003-01-01,34,20,Gemäss Baumschutzgesetz (BSchG),Hörnli,Öffentliche Grünflächen,Basel
Gewöhnliche Platane,,91,82,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Amerikanischer Tulpenbaum,2010-11-10,22,13,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Gewöhnliche oder Europäische Eibe,1980-01-01,52,43,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Feld-Ahorn,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Spitz-Ahorn,,52,43,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
"Spitz-Ahorn ""Reitanbachii""",,48,39,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Feld-Ahorn,1980-03-01,52,43,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Schul- und Kindergartenareal,Basel
Winter-Linde,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Gefülltblühende Rosskastanie,2002-03-01,30,21,Geschützt (Ersatzpflanzung),Kleinbasel,Strassenbäume,Basel
Rotblühende Rosskastanie,,51,42,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Gewöhnliche Platane,1920-03-03,112,103,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Hellrosa Nelken-Kirsche,,32,23,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Ungarische Silber-Linde,,52,43,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Krim-Linde,1998-03-17,34,25,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Spitz-Ahorn,,52,43,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Seiden-Akazie,2009-03-26,23,14,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Krim-Linde,1974-01-01,58,49,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
noch zu bestimmen,,23,14,Gemäss Baumschutzgesetz (BSchG),Ost,Schul- und Kindergartenareal,Basel
Sommer-Linde,,92,83,Gemäss Baumschutzgesetz (BSchG),West,Schul- und Kindergartenareal,Basel
Kornelkirsche,1960-01-01,72,63,Geschützt (Umfang),Hörnli,Öffentliche Grünflächen,Basel
Säulenförmiger Spitz-Ahorn,2006-03-10,26,17,Geschützt (Ersatzpflanzung),Ost,Strassenbäume,Basel
Zerr-Eiche,,97,88,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Gewöhnliche Hain- oder Weissbuche,1998-01-01,34,25,Gemäss Baumschutzgesetz (BSchG),West,Privatbäume gepflegt durch STG,Basel
Säulenförmiger Spitz-Ahorn,2009-03-12,23,14,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Gewöhnliche Fichte,1965-09-13,67,58,Geschützt (Umfang),Nord,Parkgrün,Riehen
Ungarische Silber-Linde,,66,57,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Rot-Esche / Pennsylvanische Esche,2013-03-13,19,10,Geschützt (Ersatzpflanzung),West,Strassenbäume,Basel
Mädchenhaarbaum / Ginkgo,,61,52,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Krim-Linde,,50,41,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Japanische Zelkove,2008-11-03,24,15,Geschützt (Ersatzpflanzung),Kleinbasel,Strassenbäume,Basel
Ungarische Silber-Linde,1880-01-01,152,143,Geschützt (Umfang),Ost,Öffentliche Grünflächen,Basel
Baum-Hasel,2008-03-13,24,15,Geschützt (Ersatzpflanzung),Ost,Strassenbäume,Basel
Gewöhnliche oder Europäische Eibe,1960-03-01,72,63,Geschützt (Umfang),Kleinbasel,Öffentliche Grünflächen,Basel
Frühe Zier-Kirsche,,32,23,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Gefülltblühende Rosskastanie,2003-03-14,29,20,Gemäss Baumschutzgesetz (BSchG),West,Öffentliche Grünflächen,Basel
Spitz-Ahorn,,54,45,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Säulenförmiger Spitz-Ahorn,1989-03-01,43,34,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Feld-Ahorn,,67,58,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Gewöhnliche Hain- oder Weissbuche,,76,67,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Gewöhnliche Hain- oder Weissbuche,,46,37,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Gewöhnliche Platane,,82,73,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Winter-Linde,1934-01-01,98,89,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Rotblühende Rosskastanie,,91,82,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Feld-Ahorn,2004-01-01,28,19,Gemäss Baumschutzgesetz (BSchG),Ost,Schul- und Kindergartenareal,Basel
Gewöhnliche Platane,1954-01-01,78,69,Gemäss Baumschutzgesetz (BSchG),West,Öffentliche Grünflächen,Basel
Kaukasische Flügelnuss,2000-01-01,32,23,Gemäss Baumschutzgesetz (BSchG),Hörnli,Öffentliche Grünflächen,Basel
Amerikanische Rot-Eiche,,71,62,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Spanischer Feld-Ahorn,2017-03-27,15,6,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Amerikanischer Tulpenbaum,2010-11-10,22,13,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Winter-Linde,2005-03-16,27,18,Gemäss Baumschutzgesetz (BSchG),West,Öffentliche Grünflächen,Basel
Krim-Linde,,-1,-99,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Feld-Ahorn,1970-03-01,64,53,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Schul- und Kindergartenareal,Basel
Ungarische Silber-Linde,1950-03-01,82,73,Geschützt (Umfang),Kleinbasel,Strassenbäume,Basel
Silber-Weide,,76,67,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Simons Pappel,2022-11-17,10,1,Geschützt (Ersatzpflanzung),Kleinbasel,Strassenbäume,Basel
Schwarzer Holunder,2003-04-23,29,20,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Säulenförmiger Spitz-Ahorn,1985-03-03,47,38,Geschützt (Ersatzpflanzung),Ost,Strassenbäume,Basel
Leder-Weissdorn,2009-11-26,22,13,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Stern-Magnolie Hybride,2004-01-01,28,19,Gemäss Baumschutzgesetz (BSchG),West,Öffentliche Grünflächen,Basel
Blasenbaum / Blasenesche,2017-03-16,15,6,Geschützt (Ersatzpflanzung),Ost,Strassenbäume,Basel
Gemeine Rosskastanie,,81,72,Geschützt (Umfang),Kleinbasel,Strassenbäume,Basel
Krim-Linde,,56,47,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Winter-Linde,2008-10-08,24,15,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Japanischer Pagodenbaum,2000-03-01,39,23,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Spitz-Ahorn,,58,49,Geschützt (Umfang),Ost,Öffentliche Grünflächen,Basel
"Gewöhnliche Esche ""Atlas""",2011-03-15,21,12,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Amerikanische Rot-Eiche,2004-11-22,28,18,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Krim-Linde,,81,72,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Mädchenhaarbaum / Ginkgo,,61,52,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Stiel-Eiche,,76,67,Geschützt (Ersatzpflanzung),Ost,Öffentliche Grünflächen,Basel
Stiel-Eiche,2021-03-05,11,2,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Spitz-Ahorn,,67,58,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Säulenförmiger Spitz-Ahorn,,44,35,Geschützt (Umfang),Kleinbasel,Strassenbäume,Basel
Spitz-Ahorn,2013-11-19,19,10,Geschützt (Ersatzpflanzung),West,Strassenbäume,Basel
Winter-Linde,,48,39,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Feld-Ahorn,2010-11-10,22,13,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Stiel-Eiche,1995-01-01,42,28,Geschützt (Umfang),Hörnli,Öffentliche Grünflächen,Basel
Schwarzkiefer,,67,58,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Gewöhnliche Platane,1920-03-03,112,103,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Hängebirke / Weiss- oder Sandbirke,2005-01-01,27,18,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
"Schwedische Mehlbeere ""Brouwers""",2016-04-11,16,7,Geschützt (Ersatzpflanzung),Kleinbasel,Strassenbäume,Basel
